# x_m,y_m
-3.300285580891830772e+00,-8.184861679920670596e+00
-3.235636467230178948e+00,-8.189742014208114540e+00
-3.170921441310591060e+00,-8.193650066226618733e+00
-3.106155290752783849e+00,-8.196591495077150569e+00
-3.041352530932603049e+00,-8.198572354720541355e+00
-2.976527119608791239e+00,-8.199568701725960196e+00
-2.911694131965562260e+00,-8.199605199054609272e+00
-2.846867449712398024e+00,-8.198703526756167648e+00
-2.782060299461343256e+00,-8.196872026637366915e+00
-2.717286245033258218e+00,-8.194105396957816367e+00
-2.652559154646707107e+00,-8.190399427694417867e+00
-2.587890025009211392e+00,-8.185792501552814571e+00
-2.523290486917128206e+00,-8.180294901314766776e+00
-2.458771747581955491e+00,-8.173917330889764798e+00
-2.394349121045119322e+00,-8.166632516594342306e+00
-2.330029416221232719e+00,-8.158489648181298293e+00
-2.265822282197910376e+00,-8.149502221307887595e+00
-2.201737076799345605e+00,-8.139682447587476943e+00
-2.137786746100221791e+00,-8.129019321392638275e+00
-2.073978723925589129e+00,-8.117535480779013213e+00
-2.010318524500609438e+00,-8.105258789084937021e+00
-1.946813540475299531e+00,-8.092202654143962448e+00
-1.883473686958018423e+00,-8.078367309091142090e+00
-1.820307891306556236e+00,-8.063757885816459137e+00
-1.757317074535774459e+00,-8.048411736106547920e+00
-1.694506605148452527e+00,-8.032343210852197046e+00
-1.631883979279750152e+00,-8.015557273709166708e+00
-1.569458101202187095e+00,-7.998053812071124646e+00
-1.507226084458498150e+00,-7.979873263520866900e+00
-1.445191250251772530e+00,-7.961030740388788551e+00
-1.383360555894995070e+00,-7.941528624479993859e+00
-1.321738884973752359e+00,-7.921375781170931774e+00
-1.260321611993792335e+00,-7.900608415330939494e+00
-1.199110005281400104e+00,-7.879242296098460940e+00
-1.138113344709229757e+00,-7.857269995874124113e+00
-1.077326479460043895e+00,-7.834723829758230451e+00
-1.016746168535625383e+00,-7.811628363786340401e+00
-9.563757691295693419e-01,-7.787989541433324447e+00
-8.962177100560883014e-01,-7.763815416898284028e+00
-8.362622885322437138e-01,-7.739143014023563083e+00
-7.765095972602645835e-01,-7.713983514300817745e+00
-7.169640933145297046e-01,-7.688337473381295695e+00
-6.576124665387315105e-01,-7.662245896431525871e+00
-5.984543344211373794e-01,-7.635718468445728213e+00
-5.394902478939874735e-01,-7.608762439525452059e+00
-4.807063980184941299e-01,-7.581415574644726263e+00
-4.221043436998671572e-01,-7.553681248124555658e+00
-3.636754237701214088e-01,-7.525583978953771513e+00
-3.054093042225211607e-01,-7.497150603051530915e+00
-2.473076940397783141e-01,-7.468382525364715363e+00
-1.893524433733504431e-01,-7.439320708201081267e+00
-1.315433386347683864e-01,-7.409969236496970701e+00
-7.386538544611293000e-02,-7.380360849029547587e+00
-1.631260299814692519e-02,-7.350509868363190868e+00
4.112746964608542111e-02,-7.320442552950453319e+00
9.846421827573062502e-02,-7.290178656499676002e+00
1.557104586578375582e-01,-7.259743882245084379e+00
2.128766461385505349e-01,-7.229158996805745474e+00
2.699775047076617973e-01,-7.198452301882209525e+00
3.270236141531634999e-01,-7.167644005040870958e+00
3.840311431830094602e-01,-7.136764370770129595e+00
4.410127276555376730e-01,-7.105836882066796534e+00
4.979838708364770494e-01,-7.074890161909717534e+00
5.549591883035623896e-01,-7.043951128346096269e+00
6.119550017080546134e-01,-7.013049872728047696e+00
6.689865416938272080e-01,-6.982214613647477641e+00
7.260693176007342320e-01,-6.951474317486684207e+00
7.832207329940156226e-01,-6.920861833751937198e+00
8.404574588593485274e-01,-6.890409179632307257e+00
8.977944349440991623e-01,-6.860145734401532636e+00
9.552477214286828611e-01,-6.830103710163905717e+00
1.012833196244190104e+00,-6.800315866886401217e+00
1.070568052029743589e+00,-6.770818617450943933e+00
1.128466732327843003e+00,-6.741644297174286038e+00
1.186542207257587300e+00,-6.712823585480861333e+00
1.244807708775696797e+00,-6.684389067492764624e+00
1.303275395041798790e+00,-6.656372703794371404e+00
1.361956172240504914e+00,-6.628805512317349269e+00
1.420859529078873473e+00,-6.601717229761095318e+00
1.479993389676517390e+00,-6.575135958108692336e+00
1.539363990352772937e+00,-6.549087803103751604e+00
1.598975785290649432e+00,-6.523596512717481311e+00
1.658831385217097054e+00,-6.498683124559787139e+00
1.718931532106487303e+00,-6.474365631778850272e+00
1.779275111537852672e+00,-6.450658677170316047e+00
1.839859202794452253e+00,-6.427573284922584840e+00
1.900679165181147878e+00,-6.405116638635827364e+00
1.961728757461809414e+00,-6.383291912982947736e+00
2.023000285895542927e+00,-6.362098164686384116e+00
2.084486652897288739e+00,-6.341535990615219553e+00
2.146175776250333289e+00,-6.321590390684132643e+00
2.208056574368308489e+00,-6.302247653047554188e+00
2.270117348567721294e+00,-6.283490361181518935e+00
2.332345910997364768e+00,-6.265297401913658248e+00
2.394729768152025429e+00,-6.247644216527519667e+00
2.457256288400278432e+00,-6.230503090666789312e+00
2.519912849767163898e+00,-6.213843474031796710e+00
2.582686965434404680e+00,-6.197632320590963140e+00
2.645566385627351469e+00,-6.181834440191305013e+00
2.708539175675515942e+00,-6.166412852986072224e+00
2.771593771005835816e+00,-6.151329138927880358e+00
2.834719010618475643e+00,-6.136543775617271379e+00
2.897904151185911825e+00,-6.122016458964059993e+00
2.961138864308666019e+00,-6.107706402333135109e+00
3.024413219667224428e+00,-6.093572611039656195e+00
3.087717656855231585e+00,-6.079574130177229918e+00
3.151042948590822679e+00,-6.065670264768020736e+00
3.214380157814542560e+00,-6.051820772091521583e+00
3.277720590923127730e+00,-6.037986026767852010e+00
3.341055749087740168e+00,-6.024127159740929827e+00
3.404377279285754732e+00,-6.010206172734491759e+00
3.467676532630563635e+00,-5.996184261594716070e+00
3.530945155140218894e+00,-5.982024820383967878e+00
3.594175016225551911e+00,-5.967693335047704828e+00
3.657357819145373945e+00,-5.953155847086539332e+00
3.720485193541267055e+00,-5.938379563047091025e+00
3.783548054737466249e+00,-5.923330346154770609e+00
3.846536403339023469e+00,-5.907972322365130147e+00
3.909442646170177671e+00,-5.892281504474756737e+00
3.972257731864067498e+00,-5.876229705553022598e+00
4.034971634969513055e+00,-5.859787011044566896e+00
4.097571776491196971e+00,-5.842916477822251764e+00
4.160051178715240106e+00,-5.825604310732975577e+00
4.222399772246220095e+00,-5.807826805163326611e+00
4.284602897921211628e+00,-5.789546824462436625e+00
4.346651003721063944e+00,-5.770747569702896485e+00
4.408535068618901320e+00,-5.751415220965354180e+00
4.470239705471992231e+00,-5.731517561849140741e+00
4.531751775418449313e+00,-5.711032517239813089e+00
4.593063626341190364e+00,-5.689955859148512651e+00
4.654157512534515817e+00,-5.668255434774594370e+00
4.715019567387301436e+00,-5.645913251932733523e+00
4.775642382391747987e+00,-5.622929865292656260e+00
4.836003549698551396e+00,-5.599267801443030379e+00
4.896092895942532941e+00,-5.574923944687095734e+00
4.955901434147896190e+00,-5.549898002816067155e+00
5.015399184117723230e+00,-5.524141930448061899e+00
5.074585537844563454e+00,-5.497678372203814057e+00
5.133441636835497590e+00,-5.470488088941132254e+00
5.191943965455313226e+00,-5.442544907194004189e+00
5.250091149711488825e+00,-5.413870062068325772e+00
5.307852520785179884e+00,-5.384425719582208281e+00
5.365221427106878771e+00,-5.354224053229758695e+00
5.422185217804114110e+00,-5.323264908701593079e+00
5.478711838530545997e+00,-5.291514678502005076e+00
5.534806548675613946e+00,-5.259007542540428126e+00
5.590435963470584468e+00,-5.225710332781926759e+00
5.645593724629047294e+00,-5.191637706430920041e+00
5.700268735910968054e+00,-5.156795533157957578e+00
5.754427318451991624e+00,-5.121156012647265499e+00
5.808079461307456448e+00,-5.084758594029915812e+00
5.861187018840174900e+00,-5.047570997901398293e+00
5.913751330727298416e+00,-5.009619592325855741e+00
5.965757515296823854e+00,-4.970906740447369465e+00
6.017178129263685449e+00,-4.931419523499057433e+00
6.068025457253941823e+00,-4.891196715687441632e+00
6.118254895174638719e+00,-4.850204865851290847e+00
6.167882824756693694e+00,-4.808486966023505893e+00
6.216885305519952887e+00,-4.766036019430186066e+00
6.265248915612565916e+00,-4.722858747166064575e+00
6.312982987298247473e+00,-4.678986347391211886e+00
6.360042887311836424e+00,-4.634391577960407460e+00
6.406458821532951653e+00,-4.589127015643948759e+00
6.452195561762477993e+00,-4.543176183745180730e+00
6.497260645701431692e+00,-4.496566578790571533e+00
6.541650336026659573e+00,-4.449313159072770141e+00
6.585341095187825289e+00,-4.401412824616908637e+00
6.628359999620101028e+00,-4.352908127710699127e+00
6.670663804883406378e+00,-4.303778466665313829e+00
6.712286491752026407e+00,-4.254070546084881776e+00
6.753206323160045876e+00,-4.203782342004560135e+00
6.793426908302540035e+00,-4.152933227079502743e+00
6.832960240594329271e+00,-4.101547859000598706e+00
6.871779953927798168e+00,-4.049621297146474674e+00
6.909924223527021070e+00,-3.997196537178233644e+00
6.947358132930414598e+00,-3.944262156964880361e+00
6.984116308453759636e+00,-3.890856397166386760e+00
7.020187321565789951e+00,-3.836984042721204968e+00
7.055577506051466941e+00,-3.782662059496547435e+00
7.090306146631504269e+00,-3.727914684253545108e+00
7.124352615536333033e+00,-3.672740501988497552e+00
7.157759586923894801e+00,-3.617176755792980369e+00
7.190497925726599071e+00,-3.561216400467808185e+00
7.222607781209486433e+00,-3.504893115988222618e+00
7.254080207333744035e+00,-3.448211113736021183e+00
7.284930412347915052e+00,-3.391188100912661429e+00
7.315175593607050608e+00,-3.333841815628206806e+00
7.344807891410606970e+00,-3.276176460633192900e+00
7.373867483341380868e+00,-3.218220335619559336e+00
7.402328139961203313e+00,-3.159967732689680897e+00
7.430238482863201099e+00,-3.101449489970532714e+00
7.457585288658603595e+00,-3.042665740112100004e+00
7.484395913171404402e+00,-2.983635536850582248e+00
7.510678336376505726e+00,-2.924368222558430208e+00
7.536440707693768282e+00,-2.864873019890651573e+00
7.561709785552781504e+00,-2.805166589174851843e+00
7.586476605321572642e+00,-2.745250071219425880e+00
7.610781607110055802e+00,-2.685144716248216934e+00
7.634608776247585382e+00,-2.624848322861757843e+00
7.657997402402488163e+00,-2.564380480676064611e+00
7.680942456290035913e+00,-2.503742905228941051e+00
7.703467463271620908e+00,-2.442948053633596128e+00
7.725581601186566338e+00,-2.382002518526087798e+00
7.747294587068407345e+00,-2.320912920612539843e+00
7.768627572385716107e+00,-2.259689563544903468e+00
7.789578326937514952e+00,-2.198334354449925865e+00
7.810177866358205101e+00,-2.136860319422166032e+00
7.830413748650839167e+00,-2.075265612592001929e+00
7.850320913699142977e+00,-2.013563882683428119e+00
7.869890250790573916e+00,-1.951754165529501428e+00
7.889147217573783344e+00,-1.889846420997695065e+00
7.908090462407391108e+00,-1.827841948265139793e+00
7.926736082946343132e+00,-1.765747330728698383e+00
7.945089232807036161e+00,-1.703565628704303059e+00
7.963158079863252858e+00,-1.641300722355290898e+00
7.980952728138588803e+00,-1.578956888924873292e+00
7.998474688734871663e+00,-1.516535869183920360e+00
8.015737648781431801e+00,-1.454042717268781759e+00
8.032737585830789229e+00,-1.391477504847075553e+00
8.049490580031530840e+00,-1.328845710986058748e+00
8.065988067723589339e+00,-1.266146131784992468e+00
8.082247486229727329e+00,-1.203384390639713031e+00
8.098256623198370363e+00,-1.140558342478170895e+00
8.114033355308350792e+00,-1.077673528547658410e+00
8.129562657595323927e+00,-1.014727156019871845e+00
8.144861996905376600e+00,-9.517244941277637205e-01
8.159914370460629840e+00,-8.886623729438372088e-01
8.174735992937170792e+00,-8.255456190947005890e-01
8.189308783010837089e+00,-7.623709510485215946e-01
8.203646795119466262e+00,-6.991425850504804362e-01
8.217731907575140937e+00,-6.358574043293870881e-01
8.231574959697489646e+00,-5.725188351795676978e-01
8.245159047181450873e+00,-5.091242261336517139e-01
8.258490505895222711e+00,-4.456760106136741229e-01
8.271555210082075504e+00,-3.821723364138718826e-01
8.284353381584834253e+00,-3.186144107076495091e-01
8.296875621499641085e+00,-2.550015516227839840e-01
8.309114017602860613e+00,-1.913334751182526605e-01
8.321066313360125477e+00,-1.276110745116906253e-01
8.332713951106516248e+00,-6.383228434602007673e-02
